source name	characteristics[organism]	characteristics[organism part]	characteristics[tissue supergroup]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	characteristics[material type]	characteristics[sample type]	characteristics[pooled sample]	characteristics[sampling time]	characteristics[enrichment process]	characteristics[depletion]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[reduction reagent]	comment[alkylation reagent]	comment[dissociation method]	comment[collision energy]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[ms2 scan range]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[acquisition date]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]	factor value[cell type]	factor value[sampling time]
PXD001250-Sample-34	Mus musculus	brain	central nervous system	not applicable	normal	adult	not available	not available	tissue	study sample	not available	not applicable	not applicable	no depletion	4	run 200	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1700m/z	200m/z-2000m/z	not available	20 ppm	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	2	1	2014-07-16	20140712_EXQ00_KiSh_SA_Brain_pH4_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	brain	not applicable	not applicable
PXD001250-Sample-34	Mus musculus	brain	central nervous system	not applicable	normal	adult	not available	not available	tissue	study sample	not available	not applicable	not applicable	no depletion	4	run 201	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1700m/z	200m/z-2000m/z	not available	20 ppm	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	3	1	2014-07-15	20140712_EXQ00_KiSh_SA_Brain_pH5_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	brain	not applicable	not applicable
PXD001250-Sample-34	Mus musculus	brain	central nervous system	not applicable	normal	adult	not available	not available	tissue	study sample	not available	not applicable	not applicable	no depletion	4	run 202	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1700m/z	200m/z-2000m/z	not available	20 ppm	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	4	1	2014-07-15	20140712_EXQ00_KiSh_SA_Brain_pH6_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	brain	not applicable	not applicable
PXD001250-Sample-34	Mus musculus	brain	central nervous system	not applicable	normal	adult	not available	not available	tissue	study sample	not available	not applicable	not applicable	no depletion	4	run 203	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1700m/z	200m/z-2000m/z	not available	20 ppm	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	5	1	2014-07-14	20140712_EXQ00_KiSh_SA_Brain_pH8_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	brain	not applicable	not applicable
PXD001250-Sample-34	Mus musculus	brain	central nervous system	not applicable	normal	adult	not available	not available	tissue	study sample	not available	not applicable	not applicable	no depletion	4	run 204	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1700m/z	200m/z-2000m/z	not available	20 ppm	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	6	1	2014-07-13	20140712_EXQ00_KiSh_SA_Brain_pH11_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	brain	not applicable	not applicable
PXD001250-Sample-35	Mus musculus	brain	central nervous system	not applicable	normal	adult	not available	not available	tissue	study sample	not available	not applicable	not applicable	no depletion	1	run 205	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1700m/z	200m/z-2000m/z	not available	20 ppm	not applicable	1	1	2014-07-11	20140711_EXQ00_KiSh_SA_Brain_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	brain	not applicable	not applicable
PXD001250-Sample-36	Mus musculus	brain	central nervous system	not applicable	normal	adult	not available	not available	tissue	study sample	not available	not applicable	not applicable	no depletion	2	run 206	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1700m/z	200m/z-2000m/z	not available	20 ppm	not applicable	1	1	2014-07-11	20140711_EXQ00_KiSh_SA_Brain_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	brain	not applicable	not applicable
PXD001250-Sample-37	Mus musculus	brain	central nervous system	not applicable	normal	adult	not available	not available	tissue	study sample	not available	not applicable	not applicable	no depletion	3	run 207	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1700m/z	200m/z-2000m/z	not available	20 ppm	not applicable	1	1	2014-07-12	20140711_EXQ00_KiSh_SA_Brain_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	brain	not applicable	not applicable
PXD001250-Sample-38	Mus musculus	brain	central nervous system	not applicable	normal	adult	not available	not available	tissue	study sample	not available	not applicable	not applicable	no depletion	4	run 208	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1700m/z	200m/z-2000m/z	not available	20 ppm	not applicable	1	1	2014-07-12	20140711_EXQ00_KiSh_SA_Brain_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	brain	not applicable	not applicable
PXD001250-Sample-39	Mus musculus	brain	central nervous system	not applicable	normal	adult	not available	not available	tissue	study sample	not available	not applicable	not applicable	no depletion	1	run 209	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=HCD;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1700m/z	200m/z-2000m/z	not available	20 ppm	not applicable	1	1	2014-07-10	20141007_EXQ8_KiSh_SA_Collab_CNS_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	brain	not applicable	not applicable
PXD001250-Sample-40	Mus musculus	brain	central nervous system	not applicable	normal	adult	not available	not available	tissue	study sample	not available	not applicable	not applicable	no depletion	2	run 210	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=HCD;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1700m/z	200m/z-2000m/z	not available	20 ppm	not applicable	1	1	2014-07-10	20141007_EXQ8_KiSh_SA_Collab_CNS_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	brain	not applicable	not applicable
PXD001250-Sample-41	Mus musculus	brain	central nervous system	not applicable	normal	adult	not available	not available	tissue	study sample	not available	not applicable	not applicable	no depletion	3	run 211	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=HCD;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1700m/z	200m/z-2000m/z	not available	20 ppm	not applicable	1	1	2014-07-10	20141007_EXQ8_KiSh_SA_Collab_CNS_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	brain	not applicable	not applicable
PXD001250-Sample-42	Mus musculus	brain	central nervous system	not applicable	normal	adult	not available	not available	tissue	study sample	not available	not applicable	not applicable	no depletion	4	run 212	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=HCD;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1700m/z	200m/z-2000m/z	not available	20 ppm	not applicable	1	1	2014-07-11	20141007_EXQ8_KiSh_SA_Collab_CNS_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	brain	not applicable	not applicable
PXD001250-Sample-43	Mus musculus	cerebellum	central nervous system	not applicable	normal	neonate	not available	not available	tissue	study sample	not available	5 day	not applicable	no depletion	1	run 213	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1700m/z	200m/z-2000m/z	not available	20 ppm	not applicable	1	1	2014-12-05	20141202_QEp8_KiSh_SA_Cerebellum_P05_Singleshot1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	cerebellum	not applicable	5 day
PXD001250-Sample-44	Mus musculus	cerebellum	central nervous system	not applicable	normal	neonate	not available	not available	tissue	study sample	not available	5 day	not applicable	no depletion	2	run 214	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1700m/z	200m/z-2000m/z	not available	20 ppm	not applicable	1	1	2014-12-04	20141202_QEp8_KiSh_SA_Cerebellum_P05_Singleshot2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	cerebellum	not applicable	5 day
PXD001250-Sample-45	Mus musculus	cerebellum	central nervous system	not applicable	normal	neonate	not available	not available	tissue	study sample	not available	5 day	not applicable	no depletion	3	run 215	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1700m/z	200m/z-2000m/z	not available	20 ppm	not applicable	1	1	2014-12-05	20141202_QEp8_KiSh_SA_Cerebellum_P05_Singleshot3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	cerebellum	not applicable	5 day
PXD001250-Sample-46	Mus musculus	cerebellum	central nervous system	not applicable	normal	neonate	not available	not available	tissue	study sample	not available	5 day	not applicable	no depletion	4	run 216	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1700m/z	200m/z-2000m/z	not available	20 ppm	not applicable	1	1	2014-12-05	20141202_QEp8_KiSh_SA_Cerebellum_P05_Singleshot4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	cerebellum	not applicable	5 day
PXD001250-Sample-47	Mus musculus	cerebellum	central nervous system	not applicable	normal	postnatal	not available	not available	tissue	study sample	not available	14 day	not applicable	no depletion	1	run 217	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1700m/z	200m/z-2000m/z	not available	20 ppm	not applicable	1	1	2014-12-03	20141202_QEp8_KiSh_SA_Cerebellum_P14_Singleshot1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	cerebellum	not applicable	14 day
PXD001250-Sample-48	Mus musculus	cerebellum	central nervous system	not applicable	normal	postnatal	not available	not available	tissue	study sample	not available	14 day	not applicable	no depletion	2	run 218	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1700m/z	200m/z-2000m/z	not available	20 ppm	not applicable	1	1	2014-12-04	20141202_QEp8_KiSh_SA_Cerebellum_P14_Singleshot2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	cerebellum	not applicable	14 day
PXD001250-Sample-49	Mus musculus	cerebellum	central nervous system	not applicable	normal	postnatal	not available	not available	tissue	study sample	not available	14 day	not applicable	no depletion	3	run 219	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1700m/z	200m/z-2000m/z	not available	20 ppm	not applicable	1	1	2014-12-04	20141202_QEp8_KiSh_SA_Cerebellum_P14_Singleshot3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	cerebellum	not applicable	14 day
PXD001250-Sample-50	Mus musculus	cerebellum	central nervous system	not applicable	normal	postnatal	not available	not available	tissue	study sample	not available	14 day	not applicable	no depletion	4	run 220	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1700m/z	200m/z-2000m/z	not available	20 ppm	not applicable	1	1	2014-12-04	20141202_QEp8_KiSh_SA_Cerebellum_P14_Singleshot4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	cerebellum	not applicable	14 day
PXD001250-Sample-51	Mus musculus	cerebellum	central nervous system	not applicable	normal	postnatal	not available	not available	tissue	study sample	not available	24 day	not applicable	no depletion	1	run 221	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1700m/z	200m/z-2000m/z	not available	20 ppm	not applicable	1	1	2014-12-02	20141202_QEp8_KiSh_SA_Cerebellum_P24_Singleshot1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	cerebellum	not applicable	24 day
PXD001250-Sample-52	Mus musculus	cerebellum	central nervous system	not applicable	normal	postnatal	not available	not available	tissue	study sample	not available	24 day	not applicable	no depletion	2	run 222	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1700m/z	200m/z-2000m/z	not available	20 ppm	not applicable	1	1	2014-12-03	20141202_QEp8_KiSh_SA_Cerebellum_P24_Singleshot2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	cerebellum	not applicable	24 day
PXD001250-Sample-53	Mus musculus	cerebellum	central nervous system	not applicable	normal	postnatal	not available	not available	tissue	study sample	not available	24 day	not applicable	no depletion	3	run 223	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1700m/z	200m/z-2000m/z	not available	20 ppm	not applicable	1	1	2014-12-03	20141202_QEp8_KiSh_SA_Cerebellum_P24_Singleshot3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	cerebellum	not applicable	24 day
