source name	characteristics[organism]	characteristics[organism part]	characteristics[tissue supergroup]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	characteristics[sampling time]	characteristics[treatment]	characteristics[depletion]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[reduction reagent]	comment[alkylation reagent]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[ms2 mass analyzer]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms1 scan range]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[sample preparation batch]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[strain or breed]	factor value[sampling time]
D_B8_3	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	C57BL/6J	male	8 week	Standard Diet	no depletion	not pooled	3	D_B8_3_FR1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	1	1	cohort 1	20140501_EXQ00_MiWi_SA_B3_FR1_140910010053.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	C57BL/6J	8 week
D_B8_3	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	C57BL/6J	male	8 week	Standard Diet	no depletion	not pooled	3	D_B8_3_FR2	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	2	1	cohort 1	20140501_EXQ00_MiWi_SA_B3_FR2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	C57BL/6J	8 week
D_B8_3	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	C57BL/6J	male	8 week	Standard Diet	no depletion	not pooled	3	D_B8_3_FR3	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	3	1	cohort 1	20140501_EXQ00_MiWi_SA_B3_FR3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	C57BL/6J	8 week
D_B8_3	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	C57BL/6J	male	8 week	Standard Diet	no depletion	not pooled	3	D_B8_3_ECM	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	4	1	cohort 1	20140501_EXQ00_MiWi_SA_B3_ECM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	C57BL/6J	8 week
D_B8_4	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	C57BL/6J	male	8 week	Standard Diet	no depletion	not pooled	4	D_B8_4_FR1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	1	1	cohort 1	20140908_EXQ00_MiWi_SA_B4_FR1_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	C57BL/6J	8 week
D_B8_4	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	C57BL/6J	male	8 week	Standard Diet	no depletion	not pooled	4	D_B8_4_FR2	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	2	1	cohort 1	20140908_EXQ00_MiWi_SA_B4_FR2_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	C57BL/6J	8 week
D_B8_4	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	C57BL/6J	male	8 week	Standard Diet	no depletion	not pooled	4	D_B8_4_FR3	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	3	1	cohort 1	20140908_EXQ00_MiWi_SA_B4_FR3_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	C57BL/6J	8 week
D_B8_4	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	C57BL/6J	male	8 week	Standard Diet	no depletion	not pooled	4	D_B8_4_ECM	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	4	1	cohort 1	20140908_EXQ00_MiWi_SA_B4_ECM_16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	C57BL/6J	8 week
D_B8_5	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	C57BL/6J	male	8 week	Standard Diet	no depletion	not pooled	5	D_B8_5_FR1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	1	1	cohort 1	20140908_EXQ00_MiWi_SA_B5_FR1_37.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	C57BL/6J	8 week
D_B8_5	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	C57BL/6J	male	8 week	Standard Diet	no depletion	not pooled	5	D_B8_5_FR2	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	2	1	cohort 1	20140908_EXQ00_MiWi_SA_B5_FR2_38.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	C57BL/6J	8 week
D_B8_5	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	C57BL/6J	male	8 week	Standard Diet	no depletion	not pooled	5	D_B8_5_FR3	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	3	1	cohort 1	20140908_EXQ00_MiWi_SA_B5_FR3_39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	C57BL/6J	8 week
D_B8_5	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	C57BL/6J	male	8 week	Standard Diet	no depletion	not pooled	5	D_B8_5_ECM	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	4	1	cohort 1	20140908_EXQ00_MiWi_SA_B5_ECM_40.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	C57BL/6J	8 week
D_B16_1	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	C57BL/6J	male	16 week	Standard Diet	no depletion	not pooled	1	D_B16_1_FR1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	1	1	cohort 1	20140501_EXQ00_MiWi_SA_B6_FR1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	C57BL/6J	16 week
D_B16_1	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	C57BL/6J	male	16 week	Standard Diet	no depletion	not pooled	1	D_B16_1_FR2	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	2	1	cohort 1	20140501_EXQ00_MiWi_SA_B6_FR2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	C57BL/6J	16 week
D_B16_1	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	C57BL/6J	male	16 week	Standard Diet	no depletion	not pooled	1	D_B16_1_FR3	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	3	1	cohort 1	20140501_EXQ00_MiWi_SA_B6_FR3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	C57BL/6J	16 week
D_B16_1	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	C57BL/6J	male	16 week	Standard Diet	no depletion	not pooled	1	D_B16_1_ECM	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	4	1	cohort 1	20140501_EXQ00_MiWi_SA_B6_ECM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	C57BL/6J	16 week
D_B16_2	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	C57BL/6J	male	16 week	Standard Diet	no depletion	not pooled	2	D_B16_2_FR1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	1	1	cohort 1	20140501_EXQ00_MiWi_SA_B7_FR1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	C57BL/6J	16 week
D_B16_2	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	C57BL/6J	male	16 week	Standard Diet	no depletion	not pooled	2	D_B16_2_FR2	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	2	1	cohort 1	20140501_EXQ00_MiWi_SA_B7_FR2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	C57BL/6J	16 week
D_B16_2	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	C57BL/6J	male	16 week	Standard Diet	no depletion	not pooled	2	D_B16_2_FR3	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	3	1	cohort 1	20140501_EXQ00_MiWi_SA_B7_FR3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	C57BL/6J	16 week
D_B16_2	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	C57BL/6J	male	16 week	Standard Diet	no depletion	not pooled	2	D_B16_2_ECM	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	4	1	cohort 1	20140501_EXQ00_MiWi_SA_B7_ECM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	C57BL/6J	16 week
D_B16_3	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	C57BL/6J	male	16 week	Standard Diet	no depletion	not pooled	3	D_B16_3_FR1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	1	1	cohort 1	20140501_EXQ00_MiWi_SA_B8_FR1_140910233649.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	C57BL/6J	16 week
D_B16_3	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	C57BL/6J	male	16 week	Standard Diet	no depletion	not pooled	3	D_B16_3_FR2	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	2	1	cohort 1	20140501_EXQ00_MiWi_SA_B8_FR2_140911024922.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	C57BL/6J	16 week
D_B16_3	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	C57BL/6J	male	16 week	Standard Diet	no depletion	not pooled	3	D_B16_3_FR3	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	3	1	cohort 1	20140501_EXQ00_MiWi_SA_B8_FR3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	C57BL/6J	16 week
