source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[material type]	characteristics[sample type]	characteristics[depletion]	characteristics[genotype]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[ms2 mass analyzer]	comment[collision energy]	comment[ms1 scan range]	comment[ms min charge]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[sample preparation batch]	comment[lc batch]	comment[acquisition date]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[genotype]
ES2_APC1-GFP_r1	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	APC1-GFP	1	Orbi3_EvKe_SA_IP_FINAL_APC1_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	35 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	1	ES2	Orbi3	2012-11-08T12:04:29	Orbi3_EvKe_SA_IP_FINAL_APC1_01.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	APC1-GFP
ES2_APC1-GFP_r2	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	APC1-GFP	2	Orbi3_EvKe_SA_IP_FINAL_APC1_02_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	35 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	1	ES2	Orbi3	2012-10-30T14:07:42	Orbi3_EvKe_SA_IP_FINAL_APC1_02_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	APC1-GFP
ES2_APC1-GFP_r3	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	APC1-GFP	3	Orbi3_EvKe_SA_IP_FINAL_APC1_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	35 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	1	ES2	Orbi3	2012-11-20T03:50:12	Orbi3_EvKe_SA_IP_FINAL_APC1_03.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	APC1-GFP
ES2_APC1-GFP_r4	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	APC1-GFP	4	Orbi3_EvKe_SA_IP_FINAL_APC1_04_B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	35 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	1	ES2	Orbi3	2012-11-17T02:06:47	Orbi3_EvKe_SA_IP_FINAL_APC1_04_B.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	APC1-GFP
ES2_APC2-GFP_r1	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	APC2-GFP	1	Orbi3_EvKe_SA_IP_FINAL_APC2_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	35 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	1	ES2	Orbi3	2012-10-25T08:05:38	Orbi3_EvKe_SA_IP_FINAL_APC2_01.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	APC2-GFP
ES2_APC2-GFP_r2	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	APC2-GFP	2	Orbi3_EvKe_SA_IP_FINAL_APC2_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	35 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	1	ES2	Orbi3	2012-11-18T00:33:57	Orbi3_EvKe_SA_IP_FINAL_APC2_02.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	APC2-GFP
ES2_APC2-GFP_r3	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	APC2-GFP	3	Orbi3_EvKe_SA_IP_FINAL_APC2_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	35 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	1	ES2	Orbi3	2012-11-05T23:35:23	Orbi3_EvKe_SA_IP_FINAL_APC2_03.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	APC2-GFP
ES2_APC2-GFP_r4	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	APC2-GFP	4	Orbi3_EvKe_SA_IP_FINAL_APC2_04_P	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	35 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	1	ES2	Orbi3	2012-12-07T09:58:35	Orbi3_EvKe_SA_IP_FINAL_APC2_04_P.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	APC2-GFP
ES2_BY4741_r1	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	negative control	no depletion	BY4741 (untagged)	1	Orbi3_EvKe_SA_IP_FINAL_BY4741_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	35 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	1	ES2	Orbi3	2012-11-20T11:58:12	Orbi3_EvKe_SA_IP_FINAL_BY4741_01.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	BY4741 (untagged)
ES2_BY4741_r2	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	negative control	no depletion	BY4741 (untagged)	2	Orbi3_EvKe_SA_IP_FINAL_BY4741_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	35 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	1	ES2	Orbi3	2012-11-12T05:14:23	Orbi3_EvKe_SA_IP_FINAL_BY4741_02.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	BY4741 (untagged)
ES2_BY4741_r3	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	negative control	no depletion	BY4741 (untagged)	3	Orbi3_EvKe_SA_IP_FINAL_BY4741_03_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	35 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	1	ES2	Orbi3	2012-10-26T23:56:31	Orbi3_EvKe_SA_IP_FINAL_BY4741_03_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	BY4741 (untagged)
ES2_BY4741_r4	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	negative control	no depletion	BY4741 (untagged)	4	Orbi3_EvKe_SA_IP_FINAL_BY4741_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	35 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	1	ES2	Orbi3	2012-11-05T02:32:47	Orbi3_EvKe_SA_IP_FINAL_BY4741_04.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	BY4741 (untagged)
ES2_CAF1-GFP_r1	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	CAF1-GFP	1	Orbi3_EvKe_SA_IP_FINAL_CAF1_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	35 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	1	ES2	Orbi3	2012-11-15T02:28:03	Orbi3_EvKe_SA_IP_FINAL_CAF1_01.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CAF1-GFP
ES2_CAF1-GFP_r2	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	CAF1-GFP	2	Orbi3_EvKe_SA_IP_FINAL_CAF1_02_P	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	35 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	1	ES2	Orbi3	2012-11-22T11:54:44	Orbi3_EvKe_SA_IP_FINAL_CAF1_02_P.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CAF1-GFP
ES2_CAF1-GFP_r3	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	CAF1-GFP	3	Orbi3_EvKe_SA_IP_FINAL_CAF1_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	35 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	1	ES2	Orbi3	2012-11-12T07:43:39	Orbi3_EvKe_SA_IP_FINAL_CAF1_03.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CAF1-GFP
ES2_CAF1-GFP_r4	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	CAF1-GFP	4	Orbi3_EvKe_SA_IP_FINAL_CAF1_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	35 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	1	ES2	Orbi3	2012-11-02T15:07:41	Orbi3_EvKe_SA_IP_FINAL_CAF1_04.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CAF1-GFP
ES2_CAM1-GFP_r1	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	CAM1-GFP	1	Orbi3_EvKe_SA_IP_FINAL_CAM1_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	35 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	1	ES2	Orbi3	2012-11-12T18:20:33	Orbi3_EvKe_SA_IP_FINAL_CAM1_01.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CAM1-GFP
ES2_CAM1-GFP_r2	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	CAM1-GFP	2	Orbi3_EvKe_SA_IP_FINAL_CAM1_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	35 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	1	ES2	Orbi3	2012-11-04T07:50:11	Orbi3_EvKe_SA_IP_FINAL_CAM1_02.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CAM1-GFP
ES2_CAM1-GFP_r3	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	CAM1-GFP	3	Orbi3_EvKe_SA_IP_FINAL_CAM1_03_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	35 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	1	ES2	Orbi3	2012-10-27T08:06:26	Orbi3_EvKe_SA_IP_FINAL_CAM1_03_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CAM1-GFP
ES2_CAM1-GFP_r4	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	CAM1-GFP	4	Orbi3_EvKe_SA_IP_FINAL_CAM1_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	35 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	1	ES2	Orbi3	2012-11-16T11:54:49	Orbi3_EvKe_SA_IP_FINAL_CAM1_04.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CAM1-GFP
ES2_CCR4-GFP_r1	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	CCR4-GFP	1	Orbi3_EvKe_SA_IP_FINAL_CCR4_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	35 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	1	ES2	Orbi3	2012-11-10T10:42:35	Orbi3_EvKe_SA_IP_FINAL_CCR4_01.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CCR4-GFP
ES2_CCR4-GFP_r2	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	CCR4-GFP	2	Orbi3_EvKe_SA_IP_FINAL_CCR4_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	35 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	1	ES2	Orbi3	2012-11-14T01:03:18	Orbi3_EvKe_SA_IP_FINAL_CCR4_02.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CCR4-GFP
ES2_CCR4-GFP_r3	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	CCR4-GFP	3	Orbi3_EvKe_SA_IP_FINAL_CCR4_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	35 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	1	ES2	Orbi3	2012-11-03T01:47:18	Orbi3_EvKe_SA_IP_FINAL_CCR4_03.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CCR4-GFP
ES2_CCR4-GFP_r4	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	CCR4-GFP	4	Orbi3_EvKe_SA_IP_FINAL_CCR4_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	35 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	1	ES2	Orbi3	2012-10-29T19:15:12	Orbi3_EvKe_SA_IP_FINAL_CCR4_04.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CCR4-GFP
