source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[passage number]	characteristics[culture medium]	characteristics[sample storage temperature]	characteristics[bait]	characteristics[genotype]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[sample preparation batch]	comment[elution conditions]	factor value[bait]	factor value[genotype]
Beads-S2_B05_ATL3	Homo sapiens	kidney	not available	3	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	ATL3	ATL3 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20190830_EVOSEP_AnBr_SA_Beads_ATL3_03_S2-B5_1_143	proteomic profiling by mass spectrometry	1	20190830_EVOSEP_AnBr_SA_Beads_ATL3_03_S2-B5_1_143.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	Beads-S2	Evosep One, 60 samples per day method (21 min gradient)	ATL3	ATL3 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
Beads-S2_B06_TAF12	Homo sapiens	kidney	not available	3	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	TAF12	TAF12 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20190830_EVOSEP_AnBr_SA_Beads_TAF12_03_S2-B6_1_144	proteomic profiling by mass spectrometry	1	20190830_EVOSEP_AnBr_SA_Beads_TAF12_03_S2-B6_1_144.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	Beads-S2	Evosep One, 60 samples per day method (21 min gradient)	TAF12	TAF12 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
Beads-S2_C01_CLTA	Homo sapiens	kidney	not available	1	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	CLTA	CLTA endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20190830_EVOSEP_AnBr_SA_Beads_CLTA_01_S2-C1_1_145	proteomic profiling by mass spectrometry	1	20190830_EVOSEP_AnBr_SA_Beads_CLTA_01_S2-C1_1_145.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	Beads-S2	Evosep One, 60 samples per day method (21 min gradient)	CLTA	CLTA endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
Beads-S2_C02_ATP2B1	Homo sapiens	kidney	not available	1	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	ATP2B1	ATP2B1 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20190830_EVOSEP_AnBr_SA_Beads_ATP2B1_01_S2-C2_1_146	proteomic profiling by mass spectrometry	1	20190830_EVOSEP_AnBr_SA_Beads_ATP2B1_01_S2-C2_1_146.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	Beads-S2	Evosep One, 60 samples per day method (21 min gradient)	ATP2B1	ATP2B1 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
Beads-S2_C03_CLTA	Homo sapiens	kidney	not available	2	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	CLTA	CLTA endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20190830_EVOSEP_AnBr_SA_Beads_CLTA_02_S2-C3_1_147	proteomic profiling by mass spectrometry	1	20190830_EVOSEP_AnBr_SA_Beads_CLTA_02_S2-C3_1_147.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	Beads-S2	Evosep One, 60 samples per day method (21 min gradient)	CLTA	CLTA endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
Beads-S2_C04_ATP2B1	Homo sapiens	kidney	not available	2	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	ATP2B1	ATP2B1 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20190830_EVOSEP_AnBr_SA_Beads_ATP2B1_02_S2-C4_1_148	proteomic profiling by mass spectrometry	1	20190830_EVOSEP_AnBr_SA_Beads_ATP2B1_02_S2-C4_1_148.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	Beads-S2	Evosep One, 60 samples per day method (21 min gradient)	ATP2B1	ATP2B1 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
Beads-S2_C05_CLTA	Homo sapiens	kidney	not available	3	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	CLTA	CLTA endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20190830_EVOSEP_AnBr_SA_Beads_CLTA_03_S2-C5_1_149	proteomic profiling by mass spectrometry	1	20190830_EVOSEP_AnBr_SA_Beads_CLTA_03_S2-C5_1_149.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	Beads-S2	Evosep One, 60 samples per day method (21 min gradient)	CLTA	CLTA endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
Beads-S2_C06_ATP2B1	Homo sapiens	kidney	not available	3	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	ATP2B1	ATP2B1 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20190830_EVOSEP_AnBr_SA_Beads_ATP2B1_03_S2-C6_1_150	proteomic profiling by mass spectrometry	1	20190830_EVOSEP_AnBr_SA_Beads_ATP2B1_03_S2-C6_1_150.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	Beads-S2	Evosep One, 60 samples per day method (21 min gradient)	ATP2B1	ATP2B1 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
Beads-S2_D01_MTOR	Homo sapiens	kidney	not available	1	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	MTOR	MTOR endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20190830_EVOSEP_AnBr_SA_Beads_MTOR_01_S2-D1_1_151	proteomic profiling by mass spectrometry	1	20190830_EVOSEP_AnBr_SA_Beads_MTOR_01_S2-D1_1_151.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	Beads-S2	Evosep One, 60 samples per day method (21 min gradient)	MTOR	MTOR endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
Beads-S2_D02_LAMP	Homo sapiens	kidney	not available	1	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	LAMP	LAMP endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20190830_EVOSEP_AnBr_SA_Beads_LAMP_01_S2-D2_1_152	proteomic profiling by mass spectrometry	1	20190830_EVOSEP_AnBr_SA_Beads_LAMP_01_S2-D2_1_152.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	Beads-S2	Evosep One, 60 samples per day method (21 min gradient)	LAMP	LAMP endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
Beads-S2_D03_MTOR	Homo sapiens	kidney	not available	2	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	MTOR	MTOR endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20190830_EVOSEP_AnBr_SA_Beads_MTOR_02_S2-D3_1_153	proteomic profiling by mass spectrometry	1	20190830_EVOSEP_AnBr_SA_Beads_MTOR_02_S2-D3_1_153.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	Beads-S2	Evosep One, 60 samples per day method (21 min gradient)	MTOR	MTOR endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
Beads-S2_D04_LAMP	Homo sapiens	kidney	not available	2	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	LAMP	LAMP endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20190830_EVOSEP_AnBr_SA_Beads_LAMP_02_S2-D4_1_154	proteomic profiling by mass spectrometry	1	20190830_EVOSEP_AnBr_SA_Beads_LAMP_02_S2-D4_1_154.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	Beads-S2	Evosep One, 60 samples per day method (21 min gradient)	LAMP	LAMP endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
Beads-S2_D05_MTOR	Homo sapiens	kidney	not available	3	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	MTOR	MTOR endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20190830_EVOSEP_AnBr_SA_Beads_MTOR_03_S2-D5_1_155	proteomic profiling by mass spectrometry	1	20190830_EVOSEP_AnBr_SA_Beads_MTOR_03_S2-D5_1_155.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	Beads-S2	Evosep One, 60 samples per day method (21 min gradient)	MTOR	MTOR endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
Beads-S2_D06_LAMP	Homo sapiens	kidney	not available	3	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	LAMP	LAMP endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20190830_EVOSEP_AnBr_SA_Beads_LAMP_03_S2-D6_1_156	proteomic profiling by mass spectrometry	1	20190830_EVOSEP_AnBr_SA_Beads_LAMP_03_S2-D6_1_156.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	Beads-S2	Evosep One, 60 samples per day method (21 min gradient)	LAMP	LAMP endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
Beads-S2_E01_OSBPL8	Homo sapiens	kidney	not available	1	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	OSBPL8	OSBPL8 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20190830_EVOSEP_AnBr_SA_Beads_OSBPL8_01_S2-E1_1_157	proteomic profiling by mass spectrometry	1	20190830_EVOSEP_AnBr_SA_Beads_OSBPL8_01_S2-E1_1_157.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	Beads-S2	Evosep One, 60 samples per day method (21 min gradient)	OSBPL8	OSBPL8 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
Beads-S2_E02_SEC24D	Homo sapiens	kidney	not available	1	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	SEC24D	SEC24D endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20190830_EVOSEP_AnBr_SA_Beads_SEC24D_01_S2-E2_1_158	proteomic profiling by mass spectrometry	1	20190830_EVOSEP_AnBr_SA_Beads_SEC24D_01_S2-E2_1_158.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	Beads-S2	Evosep One, 60 samples per day method (21 min gradient)	SEC24D	SEC24D endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
Beads-S2_E03_OSBPL8	Homo sapiens	kidney	not available	2	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	OSBPL8	OSBPL8 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20190830_EVOSEP_AnBr_SA_Beads_OSBPL8_02_S2-E3_1_159	proteomic profiling by mass spectrometry	1	20190830_EVOSEP_AnBr_SA_Beads_OSBPL8_02_S2-E3_1_159.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	Beads-S2	Evosep One, 60 samples per day method (21 min gradient)	OSBPL8	OSBPL8 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
Beads-S2_E04_SEC24D	Homo sapiens	kidney	not available	2	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	SEC24D	SEC24D endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20190830_EVOSEP_AnBr_SA_Beads_SEC24D_02_S2-E4_1_160	proteomic profiling by mass spectrometry	1	20190830_EVOSEP_AnBr_SA_Beads_SEC24D_02_S2-E4_1_160.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	Beads-S2	Evosep One, 60 samples per day method (21 min gradient)	SEC24D	SEC24D endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
