source name	characteristics[organism]	characteristics[organism part]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[cell line authentication]	characteristics[cell type]	characteristics[disease]	characteristics[material type]	characteristics[sex]	characteristics[age]	characteristics[ancestry category]	characteristics[individual]	characteristics[passage number]	characteristics[culture medium]	characteristics[sample storage temperature]	characteristics[enrichment process]	characteristics[treatment]	characteristics[sampling time]	characteristics[tissue mass]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[ms2 mass analyzer]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms1 scan range]	comment[ms min rt]	comment[ms max rt]	comment[elution conditions]	comment[reduction reagent]	comment[alkylation reagent]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[sample preparation batch]	comment[sample preparation for assay]	comment[acquisition date]	comment[data file]	comment[associated data file]	comment[associated file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[treatment]	factor value[tissue mass]	factor value[instrument]	factor value[elution conditions]	factor value[sample preparation for assay]
U87_titration-60min_100ug_rep2	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	untreated	not applicable	100 ug	pooled	1	20171027_QEHF_SeHu_EP-20171017_Opt_100_2	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	70	60 minute LC gradient	not available	not available	not applicable	1	2	EP-20171017	updated EasyPhos workflow	2017-10-27T10:59:47	20171027_QEHF_SeHu_EP-20171017_Opt_100_2.raw	DoseTitration_QEHF_60min_Fig3a_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/DoseTitration_QEHF_60min_Fig3a_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	100 ug	NT=Q Exactive HF;AC=MS:1002523	60 minute LC gradient	updated EasyPhos workflow
U87_titration-60min_100ug_rep3	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	untreated	not applicable	100 ug	pooled	1	20171018_QEHFX1_SeHu_EP-20171017_Opt_100_3	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	70	60 minute LC gradient	not available	not available	not applicable	1	1	EP-20171017	updated EasyPhos workflow	2017-10-20T04:58:37	20171018_QEHFX1_SeHu_EP-20171017_Opt_100_3.raw	DoseTitration_QEHFX_60min_Fig3a_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/DoseTitration_QEHFX_60min_Fig3a_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	100 ug	NT=Q Exactive HF-X;AC=MS:1002877	60 minute LC gradient	updated EasyPhos workflow
U87_titration-60min_100ug_rep3	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	untreated	not applicable	100 ug	pooled	1	20171027_QEHF_SeHu_EP-20171017_Opt_100_3	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	70	60 minute LC gradient	not available	not available	not applicable	1	2	EP-20171017	updated EasyPhos workflow	2017-10-27T23:36:48	20171027_QEHF_SeHu_EP-20171017_Opt_100_3.raw	DoseTitration_QEHF_60min_Fig3a_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/DoseTitration_QEHF_60min_Fig3a_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	100 ug	NT=Q Exactive HF;AC=MS:1002523	60 minute LC gradient	updated EasyPhos workflow
U87_titration-60min_100ug_rep4	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	untreated	not applicable	100 ug	pooled	1	20171018_QEHFX1_SeHu_EP-20171017_Opt_100_4	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	70	60 minute LC gradient	not available	not available	not applicable	1	1	EP-20171017	updated EasyPhos workflow	2017-10-20T18:51:58	20171018_QEHFX1_SeHu_EP-20171017_Opt_100_4.raw	DoseTitration_QEHFX_60min_Fig3a_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/DoseTitration_QEHFX_60min_Fig3a_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	100 ug	NT=Q Exactive HF-X;AC=MS:1002877	60 minute LC gradient	updated EasyPhos workflow
U87_titration-60min_100ug_rep4	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	untreated	not applicable	100 ug	pooled	1	20171027_QEHF_SeHu_EP-20171017_Opt_100_4	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	70	60 minute LC gradient	not available	not available	not applicable	1	2	EP-20171017	updated EasyPhos workflow	2017-10-28T12:18:11	20171027_QEHF_SeHu_EP-20171017_Opt_100_4.raw	DoseTitration_QEHF_60min_Fig3a_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/DoseTitration_QEHF_60min_Fig3a_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	100 ug	NT=Q Exactive HF;AC=MS:1002523	60 minute LC gradient	updated EasyPhos workflow
U87_titration-60min_200ug_rep1	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	untreated	not applicable	200 ug	pooled	1	20171018_QEHFX1_SeHu_EP-20171017_Opt_200_1	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	70	60 minute LC gradient	not available	not available	not applicable	1	1	EP-20171017	updated EasyPhos workflow	2017-10-19T03:08:31	20171018_QEHFX1_SeHu_EP-20171017_Opt_200_1.raw	DoseTitration_QEHFX_60min_Fig3a_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/DoseTitration_QEHFX_60min_Fig3a_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	200 ug	NT=Q Exactive HF-X;AC=MS:1002877	60 minute LC gradient	updated EasyPhos workflow
U87_titration-60min_200ug_rep1	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	untreated	not applicable	200 ug	pooled	1	20171027_QEHF_SeHu_EP-20171017_Opt_200_1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	70	60 minute LC gradient	not available	not available	not applicable	1	2	EP-20171017	updated EasyPhos workflow	2017-10-27T00:13:38	20171027_QEHF_SeHu_EP-20171017_Opt_200_1.raw	DoseTitration_QEHF_60min_Fig3a_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/DoseTitration_QEHF_60min_Fig3a_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	200 ug	NT=Q Exactive HF;AC=MS:1002523	60 minute LC gradient	updated EasyPhos workflow
U87_titration-60min_200ug_rep2	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	untreated	not applicable	200 ug	pooled	1	20171018_QEHFX1_SeHu_EP-20171017_Opt_200_2	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	70	60 minute LC gradient	not available	not available	not applicable	1	1	EP-20171017	updated EasyPhos workflow	2017-10-19T16:54:33	20171018_QEHFX1_SeHu_EP-20171017_Opt_200_2.raw	DoseTitration_QEHFX_60min_Fig3a_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/DoseTitration_QEHFX_60min_Fig3a_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	200 ug	NT=Q Exactive HF-X;AC=MS:1002877	60 minute LC gradient	updated EasyPhos workflow
U87_titration-60min_200ug_rep2	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	untreated	not applicable	200 ug	pooled	1	20171027_QEHF_SeHu_EP-20171017_Opt_200_2	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	70	60 minute LC gradient	not available	not available	not applicable	1	2	EP-20171017	updated EasyPhos workflow	2017-10-27T12:44:24	20171027_QEHF_SeHu_EP-20171017_Opt_200_2.raw	DoseTitration_QEHF_60min_Fig3a_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/DoseTitration_QEHF_60min_Fig3a_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	200 ug	NT=Q Exactive HF;AC=MS:1002523	60 minute LC gradient	updated EasyPhos workflow
U87_titration-60min_200ug_rep3	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	untreated	not applicable	200 ug	pooled	1	20171018_QEHFX1_SeHu_EP-20171017_Opt_200_3	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	70	60 minute LC gradient	not available	not available	not applicable	1	1	EP-20171017	updated EasyPhos workflow	2017-10-20T06:45:09	20171018_QEHFX1_SeHu_EP-20171017_Opt_200_3.raw	DoseTitration_QEHFX_60min_Fig3a_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/DoseTitration_QEHFX_60min_Fig3a_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	200 ug	NT=Q Exactive HF-X;AC=MS:1002877	60 minute LC gradient	updated EasyPhos workflow
U87_titration-60min_200ug_rep3	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	untreated	not applicable	200 ug	pooled	1	20171027_QEHF_SeHu_EP-20171017_Opt_200_3	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	70	60 minute LC gradient	not available	not available	not applicable	1	2	EP-20171017	updated EasyPhos workflow	2017-10-28T01:22:15	20171027_QEHF_SeHu_EP-20171017_Opt_200_3.raw	DoseTitration_QEHF_60min_Fig3a_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/DoseTitration_QEHF_60min_Fig3a_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	200 ug	NT=Q Exactive HF;AC=MS:1002523	60 minute LC gradient	updated EasyPhos workflow
U87_titration-60min_200ug_rep4	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	untreated	not applicable	200 ug	pooled	1	20171018_QEHFX1_SeHu_EP-20171017_Opt_200_4	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	70	60 minute LC gradient	not available	not available	not applicable	1	1	EP-20171017	updated EasyPhos workflow	2017-10-20T20:38:41	20171018_QEHFX1_SeHu_EP-20171017_Opt_200_4.raw	DoseTitration_QEHFX_60min_Fig3a_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/DoseTitration_QEHFX_60min_Fig3a_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	200 ug	NT=Q Exactive HF-X;AC=MS:1002877	60 minute LC gradient	updated EasyPhos workflow
U87_titration-60min_200ug_rep4	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	untreated	not applicable	200 ug	pooled	1	20171027_QEHF_SeHu_EP-20171017_Opt_200_4	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	70	60 minute LC gradient	not available	not available	not applicable	1	2	EP-20171017	updated EasyPhos workflow	2017-10-28T14:03:59	20171027_QEHF_SeHu_EP-20171017_Opt_200_4.raw	DoseTitration_QEHF_60min_Fig3a_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/DoseTitration_QEHF_60min_Fig3a_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	200 ug	NT=Q Exactive HF;AC=MS:1002523	60 minute LC gradient	updated EasyPhos workflow
U87_titration-60min_400ug_rep1	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	untreated	not applicable	400 ug	pooled	1	20171018_QEHFX1_SeHu_EP-20171017_Opt_400_1	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	70	60 minute LC gradient	not available	not available	not applicable	1	1	EP-20171017	updated EasyPhos workflow	2017-10-19T04:53:44	20171018_QEHFX1_SeHu_EP-20171017_Opt_400_1.raw	DoseTitration_QEHFX_60min_Fig3a_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/DoseTitration_QEHFX_60min_Fig3a_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	400 ug	NT=Q Exactive HF-X;AC=MS:1002877	60 minute LC gradient	updated EasyPhos workflow
U87_titration-60min_400ug_rep1	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	untreated	not applicable	400 ug	pooled	1	20171027_QEHF_SeHu_EP-20171017_Opt_400_1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	70	60 minute LC gradient	not available	not available	not applicable	1	2	EP-20171017	updated EasyPhos workflow	2017-10-27T01:57:11	20171027_QEHF_SeHu_EP-20171017_Opt_400_1.raw	DoseTitration_QEHF_60min_Fig3a_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/DoseTitration_QEHF_60min_Fig3a_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	400 ug	NT=Q Exactive HF;AC=MS:1002523	60 minute LC gradient	updated EasyPhos workflow
U87_titration-60min_400ug_rep2	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	untreated	not applicable	400 ug	pooled	1	20171018_QEHFX1_SeHu_EP-20171017_Opt_400_2	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	70	60 minute LC gradient	not available	not available	not applicable	1	1	EP-20171017	updated EasyPhos workflow	2017-10-19T18:40:38	20171018_QEHFX1_SeHu_EP-20171017_Opt_400_2.raw	DoseTitration_QEHFX_60min_Fig3a_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/DoseTitration_QEHFX_60min_Fig3a_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	400 ug	NT=Q Exactive HF-X;AC=MS:1002877	60 minute LC gradient	updated EasyPhos workflow
