source name	characteristics[organism]	characteristics[organism part]	characteristics[tissue supergroup]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[sex]	characteristics[strain or breed]	characteristics[sampling time]	characteristics[material type]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[ms2 mass analyzer]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms min mz]	comment[ms max mz]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[acquisition date]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[disease]	factor value[sampling time]	factor value[organism part]	factor value[enrichment process]
insoluble_8w_tg_st_rep4	Mus musculus	striatum	central nervous system	not applicable	Huntington disease	adult	female	R6/2 (B6CBA-Tg(HDexon1)62Gpb/1J), CAG 150+/-5 transgenic	8 week	tissue	enrichment of insoluble protein aggregates	4	20141014_QEp7_FaHo_SA_ToPAG_inclusions_72	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-10-20T13:03:43	20141014_QEp7_FaHo_SA_ToPAG_inclusions_72.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Huntington disease	8 week	striatum	enrichment of insoluble protein aggregates
insoluble_8w_wt_ce_rep1	Mus musculus	cerebellum	central nervous system	not applicable	normal	adult	female	B6CBA non-transgenic littermate	8 week	tissue	enrichment of insoluble protein aggregates	1	20141014_QEp7_FaHo_SA_ToPAG_inclusions_45	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-10-16T12:49:13	20141014_QEp7_FaHo_SA_ToPAG_inclusions_45.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	8 week	cerebellum	enrichment of insoluble protein aggregates
insoluble_8w_wt_ce_rep2	Mus musculus	cerebellum	central nervous system	not applicable	normal	adult	female	B6CBA non-transgenic littermate	8 week	tissue	enrichment of insoluble protein aggregates	2	20141014_QEp7_FaHo_SA_ToPAG_inclusions_49	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-10-16T18:08:56	20141014_QEp7_FaHo_SA_ToPAG_inclusions_49.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	8 week	cerebellum	enrichment of insoluble protein aggregates
insoluble_8w_wt_ce_rep3	Mus musculus	cerebellum	central nervous system	not applicable	normal	adult	female	B6CBA non-transgenic littermate	8 week	tissue	enrichment of insoluble protein aggregates	3	20141014_QEp7_FaHo_SA_ToPAG_inclusions_53	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-10-16T23:28:47	20141014_QEp7_FaHo_SA_ToPAG_inclusions_53.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	8 week	cerebellum	enrichment of insoluble protein aggregates
insoluble_8w_wt_co_rep1	Mus musculus	cerebral cortex	central nervous system	not applicable	normal	adult	female	B6CBA non-transgenic littermate	8 week	tissue	enrichment of insoluble protein aggregates	1	20141014_QEp7_FaHo_SA_ToPAG_inclusions_46	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-10-16T14:09:14	20141014_QEp7_FaHo_SA_ToPAG_inclusions_46.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	8 week	cerebral cortex	enrichment of insoluble protein aggregates
insoluble_8w_wt_co_rep2	Mus musculus	cerebral cortex	central nervous system	not applicable	normal	adult	female	B6CBA non-transgenic littermate	8 week	tissue	enrichment of insoluble protein aggregates	2	20141014_QEp7_FaHo_SA_ToPAG_inclusions_50	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-10-16T19:29:00	20141014_QEp7_FaHo_SA_ToPAG_inclusions_50.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	8 week	cerebral cortex	enrichment of insoluble protein aggregates
insoluble_8w_wt_co_rep3	Mus musculus	cerebral cortex	central nervous system	not applicable	normal	adult	female	B6CBA non-transgenic littermate	8 week	tissue	enrichment of insoluble protein aggregates	3	20141014_QEp7_FaHo_SA_ToPAG_inclusions_54	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-10-17T00:48:43	20141014_QEp7_FaHo_SA_ToPAG_inclusions_54.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	8 week	cerebral cortex	enrichment of insoluble protein aggregates
insoluble_8w_wt_hc_rep1	Mus musculus	hippocampal formation	central nervous system	not applicable	normal	adult	female	B6CBA non-transgenic littermate	8 week	tissue	enrichment of insoluble protein aggregates	1	20141014_QEp7_FaHo_SA_ToPAG_inclusions_47	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-10-16T15:29:10	20141014_QEp7_FaHo_SA_ToPAG_inclusions_47.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	8 week	hippocampal formation	enrichment of insoluble protein aggregates
insoluble_8w_wt_hc_rep2	Mus musculus	hippocampal formation	central nervous system	not applicable	normal	adult	female	B6CBA non-transgenic littermate	8 week	tissue	enrichment of insoluble protein aggregates	2	20141014_QEp7_FaHo_SA_ToPAG_inclusions_51	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-10-16T20:48:52	20141014_QEp7_FaHo_SA_ToPAG_inclusions_51.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	8 week	hippocampal formation	enrichment of insoluble protein aggregates
insoluble_8w_wt_hc_rep3	Mus musculus	hippocampal formation	central nervous system	not applicable	normal	adult	female	B6CBA non-transgenic littermate	8 week	tissue	enrichment of insoluble protein aggregates	3	20141014_QEp7_FaHo_SA_ToPAG_inclusions_55	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-10-17T02:08:43	20141014_QEp7_FaHo_SA_ToPAG_inclusions_55.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	8 week	hippocampal formation	enrichment of insoluble protein aggregates
insoluble_8w_wt_st_rep1	Mus musculus	striatum	central nervous system	not applicable	normal	adult	female	B6CBA non-transgenic littermate	8 week	tissue	enrichment of insoluble protein aggregates	1	20141014_QEp7_FaHo_SA_ToPAG_inclusions_48	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-10-16T16:49:01	20141014_QEp7_FaHo_SA_ToPAG_inclusions_48.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	8 week	striatum	enrichment of insoluble protein aggregates
insoluble_8w_wt_st_rep2	Mus musculus	striatum	central nervous system	not applicable	normal	adult	female	B6CBA non-transgenic littermate	8 week	tissue	enrichment of insoluble protein aggregates	2	20141014_QEp7_FaHo_SA_ToPAG_inclusions_52	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-10-16T22:08:52	20141014_QEp7_FaHo_SA_ToPAG_inclusions_52.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	8 week	striatum	enrichment of insoluble protein aggregates
insoluble_8w_wt_st_rep3	Mus musculus	striatum	central nervous system	not applicable	normal	adult	female	B6CBA non-transgenic littermate	8 week	tissue	enrichment of insoluble protein aggregates	3	20141014_QEp7_FaHo_SA_ToPAG_inclusions_56	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-10-17T03:28:40	20141014_QEp7_FaHo_SA_ToPAG_inclusions_56.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	8 week	striatum	enrichment of insoluble protein aggregates
insoluble_12w_tg_ce_rep1	Mus musculus	cerebellum	central nervous system	not applicable	Huntington disease	adult	female	R6/2 (B6CBA-Tg(HDexon1)62Gpb/1J), CAG 150+/-5 transgenic	12 week	tissue	enrichment of insoluble protein aggregates	1	20140913_QEp4_FaHo_SA_tg_ce	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-09-13T15:40:04	20140913_QEp4_FaHo_SA_tg_ce.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Huntington disease	12 week	cerebellum	enrichment of insoluble protein aggregates
insoluble_12w_tg_ce_rep2	Mus musculus	cerebellum	central nervous system	not applicable	Huntington disease	adult	female	R6/2 (B6CBA-Tg(HDexon1)62Gpb/1J), CAG 150+/-5 transgenic	12 week	tissue	enrichment of insoluble protein aggregates	2	20141014_QEp7_FaHo_SA_ToPAG_inclusions_73	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-10-20T14:23:35	20141014_QEp7_FaHo_SA_ToPAG_inclusions_73.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Huntington disease	12 week	cerebellum	enrichment of insoluble protein aggregates
insoluble_12w_tg_ce_rep3	Mus musculus	cerebellum	central nervous system	not applicable	Huntington disease	adult	female	R6/2 (B6CBA-Tg(HDexon1)62Gpb/1J), CAG 150+/-5 transgenic	12 week	tissue	enrichment of insoluble protein aggregates	3	20141104_QEp3_FaHo_SA_ToPAG_inclusions_77	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-11-04T18:52:12	20141104_QEp3_FaHo_SA_ToPAG_inclusions_77.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Huntington disease	12 week	cerebellum	enrichment of insoluble protein aggregates
insoluble_12w_tg_ce_rep5	Mus musculus	cerebellum	central nervous system	not applicable	Huntington disease	adult	female	R6/2 (B6CBA-Tg(HDexon1)62Gpb/1J), CAG 150+/-5 transgenic	12 week	tissue	enrichment of insoluble protein aggregates	5	20150413_QEp3_FaHo_SA_425_12w_tg_ce_inc_r5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2015-04-15T05:42:26	20150413_QEp3_FaHo_SA_425_12w_tg_ce_inc_r5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Huntington disease	12 week	cerebellum	enrichment of insoluble protein aggregates
insoluble_12w_tg_ce_rep6	Mus musculus	cerebellum	central nervous system	not applicable	Huntington disease	adult	female	R6/2 (B6CBA-Tg(HDexon1)62Gpb/1J), CAG 150+/-5 transgenic	12 week	tissue	enrichment of insoluble protein aggregates	6	20150413_QEp3_FaHo_SA_437_12w_tg_ce_inc_r6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2015-04-15T11:43:36	20150413_QEp3_FaHo_SA_437_12w_tg_ce_inc_r6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Huntington disease	12 week	cerebellum	enrichment of insoluble protein aggregates
insoluble_12w_tg_co_rep1	Mus musculus	cerebral cortex	central nervous system	not applicable	Huntington disease	adult	female	R6/2 (B6CBA-Tg(HDexon1)62Gpb/1J), CAG 150+/-5 transgenic	12 week	tissue	enrichment of insoluble protein aggregates	1	20141014_QEp7_FaHo_SA_ToPAG_inclusions_43	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-10-15T15:46:40	20141014_QEp7_FaHo_SA_ToPAG_inclusions_43.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Huntington disease	12 week	cerebral cortex	enrichment of insoluble protein aggregates
insoluble_12w_tg_co_rep2	Mus musculus	cerebral cortex	central nervous system	not applicable	Huntington disease	adult	female	R6/2 (B6CBA-Tg(HDexon1)62Gpb/1J), CAG 150+/-5 transgenic	12 week	tissue	enrichment of insoluble protein aggregates	2	20141014_QEp7_FaHo_SA_ToPAG_inclusions_74	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-10-20T15:43:29	20141014_QEp7_FaHo_SA_ToPAG_inclusions_74.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Huntington disease	12 week	cerebral cortex	enrichment of insoluble protein aggregates
insoluble_12w_tg_co_rep3	Mus musculus	cerebral cortex	central nervous system	not applicable	Huntington disease	adult	female	R6/2 (B6CBA-Tg(HDexon1)62Gpb/1J), CAG 150+/-5 transgenic	12 week	tissue	enrichment of insoluble protein aggregates	3	20141104_QEp3_FaHo_SA_ToPAG_inclusions_78	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-11-04T20:18:06	20141104_QEp3_FaHo_SA_ToPAG_inclusions_78.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Huntington disease	12 week	cerebral cortex	enrichment of insoluble protein aggregates
insoluble_12w_tg_co_rep5	Mus musculus	cerebral cortex	central nervous system	not applicable	Huntington disease	adult	female	R6/2 (B6CBA-Tg(HDexon1)62Gpb/1J), CAG 150+/-5 transgenic	12 week	tissue	enrichment of insoluble protein aggregates	5	20150413_QEp3_FaHo_SA_426_12_tg_co_inc_r5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2015-04-15T07:12:14	20150413_QEp3_FaHo_SA_426_12_tg_co_inc_r5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Huntington disease	12 week	cerebral cortex	enrichment of insoluble protein aggregates
