source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[sampling site]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	characteristics[phenotype]	characteristics[material type]	characteristics[sample type]	characteristics[pooled sample]	characteristics[biological replicate]	characteristics[enrichment process]	characteristics[depletion]	characteristics[treatment]	characteristics[synthetic peptide]	characteristics[spiked compound]	characteristics[passage number]	characteristics[biorepository]	characteristics[cell line authentication]	characteristics[culture medium]	characteristics[sample storage temperature]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[ms2 mass analyzer]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms min mz]	comment[ms max mz]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[acquisition date]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[phenotype]
PXD000332-Sample-32	Homo sapiens	ascitic fluid	B cell	Diffuse Large B-Cell Lymphoma Germinal Center B-Cell Type	HT	CVCL_1290	HT	not available	European ancestry	70Y	male	adult	not available	germinal center B-cell-like DLBCL subtype	cell line	study sample	not pooled	4	enrichment of glycopeptides	no depletion	not applicable	not synthetic	not applicable	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	run 32	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC light	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated:18O(1);AC=UNIMOD:366;TA=N;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	40 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	300m/z	1800m/z	not applicable	1	1	2011-06-05	20110605_Velos4_SaDe_SA_HT4_G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	germinal center B-cell-like DLBCL subtype
PXD000332-superSILAC-mix	Homo sapiens	not applicable	B cell	lymphoma	super-SILAC mix of Ramos, Mutu, BL-41, U-2932, L-428, DB	not available	not available	not applicable	not applicable	not available	not applicable	not applicable	pooled	not applicable	cell line	reference	pooled	pooled	enrichment of glycopeptides	no depletion	not applicable	not synthetic	not applicable	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	run 32	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC heavy	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated:18O(1);AC=UNIMOD:366;TA=N;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	40 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	300m/z	1800m/z	not applicable	1	32	2011-06-05	20110605_Velos4_SaDe_SA_HT4_G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	not applicable
PXD000332-Sample-33	Homo sapiens	ascitic fluid	B cell	Diffuse Large B-Cell Lymphoma Germinal Center B-Cell Type	DB	CVCL_1168	DB	not available	European ancestry	45Y	male	adult	not available	germinal center B-cell-like DLBCL subtype	cell line	study sample	not pooled	1	enrichment of glycopeptides	no depletion	not applicable	not synthetic	not applicable	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	run 33	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC light	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated:18O(1);AC=UNIMOD:366;TA=N;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	40 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	300m/z	1800m/z	not applicable	1	1	2011-06-06	20110606_Velos4_SaDe_SA_DB1_G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	germinal center B-cell-like DLBCL subtype
PXD000332-superSILAC-mix	Homo sapiens	not applicable	B cell	lymphoma	super-SILAC mix of Ramos, Mutu, BL-41, U-2932, L-428, DB	not available	not available	not applicable	not applicable	not available	not applicable	not applicable	pooled	not applicable	cell line	reference	pooled	pooled	enrichment of glycopeptides	no depletion	not applicable	not synthetic	not applicable	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	run 33	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC heavy	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated:18O(1);AC=UNIMOD:366;TA=N;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	40 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	300m/z	1800m/z	not applicable	1	33	2011-06-06	20110606_Velos4_SaDe_SA_DB1_G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	not applicable
PXD000332-Sample-34	Homo sapiens	ascitic fluid	B cell	Diffuse Large B-Cell Lymphoma Germinal Center B-Cell Type	DB	CVCL_1168	DB	not available	European ancestry	45Y	male	adult	not available	germinal center B-cell-like DLBCL subtype	cell line	study sample	not pooled	2	enrichment of glycopeptides	no depletion	not applicable	not synthetic	not applicable	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	run 34	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC light	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated:18O(1);AC=UNIMOD:366;TA=N;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	40 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	300m/z	1800m/z	not applicable	1	1	2011-06-06	20110606_Velos4_SaDe_SA_DB2_G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	germinal center B-cell-like DLBCL subtype
PXD000332-superSILAC-mix	Homo sapiens	not applicable	B cell	lymphoma	super-SILAC mix of Ramos, Mutu, BL-41, U-2932, L-428, DB	not available	not available	not applicable	not applicable	not available	not applicable	not applicable	pooled	not applicable	cell line	reference	pooled	pooled	enrichment of glycopeptides	no depletion	not applicable	not synthetic	not applicable	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	run 34	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC heavy	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated:18O(1);AC=UNIMOD:366;TA=N;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	40 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	300m/z	1800m/z	not applicable	1	34	2011-06-06	20110606_Velos4_SaDe_SA_DB2_G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	not applicable
PXD000332-Sample-35	Homo sapiens	ascitic fluid	B cell	Diffuse Large B-Cell Lymphoma Germinal Center B-Cell Type	DB	CVCL_1168	DB	not available	European ancestry	45Y	male	adult	not available	germinal center B-cell-like DLBCL subtype	cell line	study sample	not pooled	3	enrichment of glycopeptides	no depletion	not applicable	not synthetic	not applicable	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	run 35	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC light	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated:18O(1);AC=UNIMOD:366;TA=N;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	40 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	300m/z	1800m/z	not applicable	1	1	2011-06-06	20110606_Velos4_SaDe_SA_DB3_G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	germinal center B-cell-like DLBCL subtype
PXD000332-superSILAC-mix	Homo sapiens	not applicable	B cell	lymphoma	super-SILAC mix of Ramos, Mutu, BL-41, U-2932, L-428, DB	not available	not available	not applicable	not applicable	not available	not applicable	not applicable	pooled	not applicable	cell line	reference	pooled	pooled	enrichment of glycopeptides	no depletion	not applicable	not synthetic	not applicable	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	run 35	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC heavy	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated:18O(1);AC=UNIMOD:366;TA=N;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	40 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	300m/z	1800m/z	not applicable	1	35	2011-06-06	20110606_Velos4_SaDe_SA_DB3_G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	not applicable
PXD000332-Sample-36	Homo sapiens	ascitic fluid	B cell	Diffuse Large B-Cell Lymphoma Germinal Center B-Cell Type	DB	CVCL_1168	DB	not available	European ancestry	45Y	male	adult	not available	germinal center B-cell-like DLBCL subtype	cell line	study sample	not pooled	4	enrichment of glycopeptides	no depletion	not applicable	not synthetic	not applicable	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	run 36	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC light	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated:18O(1);AC=UNIMOD:366;TA=N;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	40 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	300m/z	1800m/z	not applicable	1	1	2011-06-06	20110606_Velos4_SaDe_SA_DB4_G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	germinal center B-cell-like DLBCL subtype
PXD000332-superSILAC-mix	Homo sapiens	not applicable	B cell	lymphoma	super-SILAC mix of Ramos, Mutu, BL-41, U-2932, L-428, DB	not available	not available	not applicable	not applicable	not available	not applicable	not applicable	pooled	not applicable	cell line	reference	pooled	pooled	enrichment of glycopeptides	no depletion	not applicable	not synthetic	not applicable	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	run 36	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC heavy	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated:18O(1);AC=UNIMOD:366;TA=N;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	40 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	300m/z	1800m/z	not applicable	1	36	2011-06-06	20110606_Velos4_SaDe_SA_DB4_G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	not applicable
PXD000332-Sample-37	Homo sapiens	inguinal part of abdomen	B cell	Burkitt Lymphoma	BJAB	CVCL_5711	BJAB	not available	African ancestry	5Y	female	juvenile stage	not available	germinal center B-cell-like DLBCL subtype	cell line	study sample	not pooled	1	enrichment of glycopeptides	no depletion	not applicable	not synthetic	not applicable	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	run 37	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC light	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated:18O(1);AC=UNIMOD:366;TA=N;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	40 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	300m/z	1800m/z	not applicable	1	1	2011-06-08	20110608_Velos4_SaDe_SA_BJAB1_G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	germinal center B-cell-like DLBCL subtype
PXD000332-superSILAC-mix	Homo sapiens	not applicable	B cell	lymphoma	super-SILAC mix of Ramos, Mutu, BL-41, U-2932, L-428, DB	not available	not available	not applicable	not applicable	not available	not applicable	not applicable	pooled	not applicable	cell line	reference	pooled	pooled	enrichment of glycopeptides	no depletion	not applicable	not synthetic	not applicable	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	run 37	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC heavy	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated:18O(1);AC=UNIMOD:366;TA=N;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	40 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	300m/z	1800m/z	not applicable	1	37	2011-06-08	20110608_Velos4_SaDe_SA_BJAB1_G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	not applicable
PXD000332-Sample-38	Homo sapiens	inguinal part of abdomen	B cell	Burkitt Lymphoma	BJAB	CVCL_5711	BJAB	not available	African ancestry	5Y	female	juvenile stage	not available	germinal center B-cell-like DLBCL subtype	cell line	study sample	not pooled	2	enrichment of glycopeptides	no depletion	not applicable	not synthetic	not applicable	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	run 38	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC light	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated:18O(1);AC=UNIMOD:366;TA=N;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	40 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	300m/z	1800m/z	not applicable	1	1	2011-06-08	20110608_Velos4_SaDe_SA_BJAB2_G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	germinal center B-cell-like DLBCL subtype
PXD000332-superSILAC-mix	Homo sapiens	not applicable	B cell	lymphoma	super-SILAC mix of Ramos, Mutu, BL-41, U-2932, L-428, DB	not available	not available	not applicable	not applicable	not available	not applicable	not applicable	pooled	not applicable	cell line	reference	pooled	pooled	enrichment of glycopeptides	no depletion	not applicable	not synthetic	not applicable	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	run 38	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC heavy	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated:18O(1);AC=UNIMOD:366;TA=N;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	40 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	300m/z	1800m/z	not applicable	1	38	2011-06-08	20110608_Velos4_SaDe_SA_BJAB2_G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	not applicable
PXD000332-Sample-39	Homo sapiens	inguinal part of abdomen	B cell	Burkitt Lymphoma	BJAB	CVCL_5711	BJAB	not available	African ancestry	5Y	female	juvenile stage	not available	germinal center B-cell-like DLBCL subtype	cell line	study sample	not pooled	3	enrichment of glycopeptides	no depletion	not applicable	not synthetic	not applicable	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	run 39	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC light	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated:18O(1);AC=UNIMOD:366;TA=N;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	40 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	300m/z	1800m/z	not applicable	1	1	2011-06-08	20110608_Velos4_SaDe_SA_BJAB3_G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	germinal center B-cell-like DLBCL subtype
PXD000332-superSILAC-mix	Homo sapiens	not applicable	B cell	lymphoma	super-SILAC mix of Ramos, Mutu, BL-41, U-2932, L-428, DB	not available	not available	not applicable	not applicable	not available	not applicable	not applicable	pooled	not applicable	cell line	reference	pooled	pooled	enrichment of glycopeptides	no depletion	not applicable	not synthetic	not applicable	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	run 39	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC heavy	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated:18O(1);AC=UNIMOD:366;TA=N;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	40 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	300m/z	1800m/z	not applicable	1	39	2011-06-08	20110608_Velos4_SaDe_SA_BJAB3_G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	not applicable
PXD000332-Sample-40	Homo sapiens	inguinal part of abdomen	B cell	Burkitt Lymphoma	BJAB	CVCL_5711	BJAB	not available	African ancestry	5Y	female	juvenile stage	not available	germinal center B-cell-like DLBCL subtype	cell line	study sample	not pooled	4	enrichment of glycopeptides	no depletion	not applicable	not synthetic	not applicable	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	run 40	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC light	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated:18O(1);AC=UNIMOD:366;TA=N;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	40 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	300m/z	1800m/z	not applicable	1	1	2011-06-08	20110608_Velos4_SaDe_SA_BJAB4_G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	germinal center B-cell-like DLBCL subtype
PXD000332-superSILAC-mix	Homo sapiens	not applicable	B cell	lymphoma	super-SILAC mix of Ramos, Mutu, BL-41, U-2932, L-428, DB	not available	not available	not applicable	not applicable	not available	not applicable	not applicable	pooled	not applicable	cell line	reference	pooled	pooled	enrichment of glycopeptides	no depletion	not applicable	not synthetic	not applicable	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	run 40	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC heavy	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated:18O(1);AC=UNIMOD:366;TA=N;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	40 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	300m/z	1800m/z	not applicable	1	40	2011-06-08	20110608_Velos4_SaDe_SA_BJAB4_G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	not applicable
