source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[bait]	characteristics[genotype]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[fractionation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[sample preparation batch]	comment[ms min im]	comment[ms max im]	comment[ms1 scan range]	factor value[bait]
P33E11_YNR010W	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YNR010W	YNR010W-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3157_P33E11_YNR010W___02	proteomic profiling by mass spectrometry	2	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3157_P33E11_YNR010W___02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P33	0.8	1.3	100m/z-1700m/z	YNR010W
P33F11_YOR286W	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YOR286W	YOR286W-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3158_P33F11_YOR286W___01	proteomic profiling by mass spectrometry	1	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3158_P33F11_YOR286W___01.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P33	0.8	1.3	100m/z-1700m/z	YOR286W
P33F11_YOR286W	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YOR286W	YOR286W-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3158_P33F11_YOR286W___02	proteomic profiling by mass spectrometry	2	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3158_P33F11_YOR286W___02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P33	0.8	1.3	100m/z-1700m/z	YOR286W
P33G11_YBR173C	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YBR173C	YBR173C-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3159_P33G11_YBR173C___01	proteomic profiling by mass spectrometry	1	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3159_P33G11_YBR173C___01.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P33	0.8	1.3	100m/z-1700m/z	YBR173C
P33G11_YBR173C	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YBR173C	YBR173C-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3159_P33G11_YBR173C___02	proteomic profiling by mass spectrometry	2	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3159_P33G11_YBR173C___02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P33	0.8	1.3	100m/z-1700m/z	YBR173C
P33H11_YER044C	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YER044C	YER044C-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3160_P33H11_YER044C___01	proteomic profiling by mass spectrometry	1	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3160_P33H11_YER044C___01.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P33	0.8	1.3	100m/z-1700m/z	YER044C
P33H11_YER044C	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YER044C	YER044C-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3160_P33H11_YER044C___02	proteomic profiling by mass spectrometry	2	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3160_P33H11_YER044C___02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P33	0.8	1.3	100m/z-1700m/z	YER044C
P33A12_YER150W	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YER150W	YER150W-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3161_P33A12_YER150W___01	proteomic profiling by mass spectrometry	1	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3161_P33A12_YER150W___01.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P33	0.8	1.3	100m/z-1700m/z	YER150W
P33A12_YER150W	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YER150W	YER150W-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3161_P33A12_YER150W___02	proteomic profiling by mass spectrometry	2	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3161_P33A12_YER150W___02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P33	0.8	1.3	100m/z-1700m/z	YER150W
P33B12_YGR203W	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YGR203W	YGR203W-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3162_P33B12_YGR203W___01	proteomic profiling by mass spectrometry	1	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3162_P33B12_YGR203W___01.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P33	0.8	1.3	100m/z-1700m/z	YGR203W
P33B12_YGR203W	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YGR203W	YGR203W-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3162_P33B12_YGR203W___02	proteomic profiling by mass spectrometry	2	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3162_P33B12_YGR203W___02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P33	0.8	1.3	100m/z-1700m/z	YGR203W
P33C12_YHR136C	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YHR136C	YHR136C-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3163_P33C12_YHR136C___01	proteomic profiling by mass spectrometry	1	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3163_P33C12_YHR136C___01.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P33	0.8	1.3	100m/z-1700m/z	YHR136C
P33C12_YHR136C	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YHR136C	YHR136C-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3163_P33C12_YHR136C___02	proteomic profiling by mass spectrometry	2	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3163_P33C12_YHR136C___02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P33	0.8	1.3	100m/z-1700m/z	YHR136C
P33D12_YIR005W	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YIR005W	YIR005W-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3164_P33D12_YIR005W___01	proteomic profiling by mass spectrometry	1	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3164_P33D12_YIR005W___01.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P33	0.8	1.3	100m/z-1700m/z	YIR005W
P33D12_YIR005W	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YIR005W	YIR005W-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3164_P33D12_YIR005W___02	proteomic profiling by mass spectrometry	2	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3164_P33D12_YIR005W___02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P33	0.8	1.3	100m/z-1700m/z	YIR005W
P33E12_YMR059W	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YMR059W	YMR059W-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3165_P33E12_YMR059W___01	proteomic profiling by mass spectrometry	1	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3165_P33E12_YMR059W___01.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P33	0.8	1.3	100m/z-1700m/z	YMR059W
P33E12_YMR059W	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YMR059W	YMR059W-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3165_P33E12_YMR059W___02	proteomic profiling by mass spectrometry	2	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3165_P33E12_YMR059W___02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P33	0.8	1.3	100m/z-1700m/z	YMR059W
P33F12_YMR148W	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YMR148W	YMR148W-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3166_P33F12_YMR148W___01	proteomic profiling by mass spectrometry	1	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3166_P33F12_YMR148W___01.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P33	0.8	1.3	100m/z-1700m/z	YMR148W
P33F12_YMR148W	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YMR148W	YMR148W-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3166_P33F12_YMR148W___02	proteomic profiling by mass spectrometry	2	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3166_P33F12_YMR148W___02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P33	0.8	1.3	100m/z-1700m/z	YMR148W
P33G12_YPL144W	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YPL144W	YPL144W-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3167_P33G12_YPL144W___01	proteomic profiling by mass spectrometry	1	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3167_P33G12_YPL144W___01.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P33	0.8	1.3	100m/z-1700m/z	YPL144W
P33G12_YPL144W	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YPL144W	YPL144W-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3167_P33G12_YPL144W___02	proteomic profiling by mass spectrometry	2	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3167_P33G12_YPL144W___02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P33	0.8	1.3	100m/z-1700m/z	YPL144W
P33H12_YBR109C	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YBR109C	YBR109C-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3168_P33H12_YBR109C___01	proteomic profiling by mass spectrometry	1	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3168_P33H12_YBR109C___01.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P33	0.8	1.3	100m/z-1700m/z	YBR109C
P33H12_YBR109C	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YBR109C	YBR109C-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3168_P33H12_YBR109C___02	proteomic profiling by mass spectrometry	2	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3168_P33H12_YBR109C___02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P33	0.8	1.3	100m/z-1700m/z	YBR109C
P34A01_YBR252W	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YBR252W	YBR252W-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3169_P34A01_YBR252W___01	proteomic profiling by mass spectrometry	1	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_3169_P34A01_YBR252W___01.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P34	0.8	1.3	100m/z-1700m/z	YBR252W
